business_status,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,plus_code,price_level,rating,reference,scope,types,user_ratings_total,vicinity,opening_hours,permanently_closed
OPERATIONAL,"{'location': {'lat': 36.15198829999999, 'lng': -86.7968835}, 'viewport': {'northeast': {'lat': 36.15328083029151, 'lng': -86.79565226970851}, 'southwest': {'lat': 36.15058286970851, 'lng': -86.79835023029152}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Midtown Cafe,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111444671146808251214"">Eric Finkelstein</a>'], 'photo_reference': 'AW30NDybIRUFHwACd4T2Nl-roYp4zn_0P6N4aIV0pSDl5i-rJFD7D3HZyIly4gpv02hNwzilHVPJgCSSN_Xm9nXlfb2CBHbRvGsgVvaY24XpvH2-atxwUsI2HZE-XHd7YFDtKK7gwNj0W_sGmZ2E3oHOczeUN0JJsbQu-fuDP-H6s0uUqXgZ', 'width': 4000}]",ChIJgaNOeJRmZIgR-rDDgsDqPbc,"{'compound_code': '5623+Q6 Nashville, TN, USA', 'global_code': '868M5623+Q6'}",2.0,4.7,ChIJgaNOeJRmZIgR-rDDgsDqPbc,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",866.0,"102 19th Avenue South, Nashville",{'open_now': True},
OPERATIONAL,"{'location': {'lat': 36.14196, 'lng': -86.771468}, 'viewport': {'northeast': {'lat': 36.1435092802915, 'lng': -86.7701118697085}, 'southwest': {'lat': 36.1408113197085, 'lng': -86.77280983029151}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Gabby's Burgers & Fries,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105344216725971665203"">Gene Swafford</a>'], 'photo_reference': 'AW30NDze34vHHpKPl7jrwWQOIIPsY46dWsZOq8ztx_YzJKlsxS0sAeBFfvWre1881LCZ7PApwQZSmEggYXukCVymnOKbxki1knxeP7aWyMplGul9GJP2O6aQOq20DsfQs6kxgQpIp6DqRhoNhNbrr3ZMrTGPoXbZmBllXGECRrF72vAm7y9P', 'width': 3024}]",ChIJGXROcXBmZIgRQPX-zpl3GME,"{'compound_code': '46RH+QC Nashville, TN, USA', 'global_code': '868M46RH+QC'}",1.0,4.7,ChIJGXROcXBmZIgRQPX-zpl3GME,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",1412.0,"493 Humphreys Street, Nashville",{'open_now': False},
OPERATIONAL,"{'location': {'lat': 36.13219439999999, 'lng': -86.7958333}, 'viewport': {'northeast': {'lat': 36.13353798029149, 'lng': -86.79429861970848}, 'southwest': {'lat': 36.13084001970849, 'lng': -86.7969965802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Bongo Java,"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104439343974942385806"">Bongo Java</a>'], 'photo_reference': 'AW30NDxfFb0iN4YzzGqe_W5lPCBDWUcuaoY0C4eHNd3uJzmlN64IqlRq5b8azZ77Q8jbNEgfYs79USDI5jx4KvWZ6e3XhlLezCbArSCygPk32iWow2upDDc9St8zkvu8EwVNPEBJkDFZGALrjQv3P47wFrN-a7FffQp4AvHQOglWy7aVS8Ku', 'width': 960}]",ChIJ2cBwPydkZIgRHlEIjzKD2Ac,"{'compound_code': '46J3+VM Nashville, TN, USA', 'global_code': '868M46J3+VM'}",2.0,4.3,ChIJ2cBwPydkZIgRHlEIjzKD2Ac,GOOGLE,"['cafe', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",441.0,"2007 Belmont Boulevard, Nashville",{'open_now': False},
OPERATIONAL,"{'location': {'lat': 36.1371918, 'lng': -86.79921550000002}, 'viewport': {'northeast': {'lat': 36.1385523302915, 'lng': -86.79784671970852}, 'southwest': {'lat': 36.1358543697085, 'lng': -86.80054468029152}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Cabana Taps,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117421150570376105779"">joseph borovich</a>'], 'photo_reference': 'AW30NDyzC5fo-3wUtLQekvoqUOQ4JVv3kU273K1Ycvx5BcpJukMfhAytgLjCsnsLjkzXvAI4UfB1bDfhO-4AQtpyf731jH4IkyPX2TL-o2TifKQttFvSxA04JIiip3kPelWTJGxRzgVYsj_XmF76UOrrRGJzcg7lvbvC0iLXhufMp42YNh5v', 'width': 4032}]",ChIJySu7_Z5mZIgRt2nk8rHp6ho,"{'compound_code': '46P2+V8 Nashville, TN, USA', 'global_code': '868M46P2+V8'}",2.0,3.9,ChIJySu7_Z5mZIgRt2nk8rHp6ho,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",608.0,"1910 Belcourt Avenue, Nashville",{'open_now': True},
OPERATIONAL,"{'location': {'lat': 36.10491620000001, 'lng': -86.8646954}, 'viewport': {'northeast': {'lat': 36.10612373029151, 'lng': -86.8633938197085}, 'southwest': {'lat': 36.10342576970851, 'lng': -86.86609178029151}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Belle Meade Historic Site & Winery,"[{'height': 12000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105837636848519549281"">A. Johnson</a>'], 'photo_reference': 'AW30NDwCUYXZDTrXI7wHYfZf1X6TeHfPxJaSwrqvg05LefJK98zkqZaaeR_X7fG5wAIvuP8i8z2pLzRkk3ibr_flRuhqlsB_WZiOqajmmHzDLELlIHExL62XrJQs2Oj5nGan-ctVmlzU0bzGe9yZ2ZPD_0OaK8JouulB2X-itPDGg-WXDwfP', 'width': 9000}]",ChIJG36-nU5iZIgRn-piPWpaiWQ,"{'compound_code': '443P+X4 Nashville, TN, USA', 'global_code': '868M443P+X4'}",,4.6,ChIJG36-nU5iZIgRn-piPWpaiWQ,GOOGLE,"['tourist_attraction', 'restaurant', 'point_of_interest', 'food', 'establishment']",2572.0,"5025 Harding Pike, Nashville",{'open_now': False},
OPERATIONAL,"{'location': {'lat': 36.10362899999999, 'lng': -86.86836199999999}, 'viewport': {'northeast': {'lat': 36.1050314302915, 'lng': -86.86705526970849}, 'southwest': {'lat': 36.1023334697085, 'lng': -86.86975323029151}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Le Peep,"[{'height': 2269, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103349534866397202311"">Dennis “D” Staroska</a>'], 'photo_reference': 'AW30NDzDTfvvYa6HmLEiKsLac77DDwBLTWb7sMx0yQ2RBPirrnH4HEKNWPIhTqyGLTQJyuihdo7cABq40IF-WaLrLEOipBqZOkWqV9mzmSAuLeeUCuNF7Tn9xwFuOFg_M_cyFL7VqViRGFC2HvMJEUg0GzxEClD-orbN44mprew2r7B9XkZT', 'width': 2255}]",ChIJSfUlMU5iZIgR0TATfxX5Nkw,"{'compound_code': '443J+FM Nashville, TN, USA', 'global_code': '868M443J+FM'}",2.0,4.5,ChIJSfUlMU5iZIgR0TATfxX5Nkw,GOOGLE,"['restaurant', 'point_of_interest', 'food', 'establishment']",470.0,"5133 Harding Pike b6, Nashville",{'open_now': False},
OPERATIONAL,"{'location': {'lat': 36.0979524, 'lng': -86.8730779}, 'viewport': {'northeast': {'lat': 36.09922713029149, 'lng': -86.87168461970849}, 'southwest': {'lat': 36.09652916970849, 'lng': -86.87438258029151}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,360 Bistro,"[{'height': 1363, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105423097341268375685"">360 Bistro</a>'], 'photo_reference': 'AW30NDwSxVflv5VdiQzXNSUWraG2x88smsACuyKS_B6QIsuWlUJo5NGDCsKGtUGr2rK-wuPq52SCiDFwsaNazszaqPFkW45c4iD5uUZmbOJ8ymIYTJzFjwsQNii21dA6tsnGEwWcVpNQHByTvDxQG1MeQL8LFFSUHBTW362JEraIrt3heDTD', 'width': 2048}]",ChIJPcutilliZIgREuGmh3QPOaA,"{'compound_code': '34XG+5Q Nashville, TN, USA', 'global_code': '868M34XG+5Q'}",2.0,4.5,ChIJPcutilliZIgREuGmh3QPOaA,GOOGLE,"['bar', 'restaurant', 'point_of_interest', 'food', 'establishment']",200.0,"6000 Tennessee 100, Nashville",{'open_now': True},
OPERATIONAL,"{'location': {'lat': 36.073149, 'lng': -86.92382769999999}, 'viewport': {'northeast': {'lat': 36.0745826802915, 'lng': -86.92244756970848}, 'southwest': {'lat': 36.0718847197085, 'lng': -86.92514553029149}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Domino's Pizza,"[{'height': 1253, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117507883463316084393"">Domino&#39;s Pizza</a>'], 'photo_reference': 'AW30NDzhV2C1UPqRKUfgw3RhJPLdT22fSfxFAQoq4kf2hlbkQyauKwApBmRyvf-h5QYpkyDe_1MNYSUPScYSh9KjvoehbQ2hP0r1wt1pu4GInNtPaEku9jAphCM17rJnv_cLxBDAS-3iADnNUMeFd1vQGqfRlAYFQndJ3GYMW_lvcgej0DMe', 'width': 1080}]",ChIJh-GHQECIZIgRMh1pc3hJmig,"{'compound_code': '33FG+7F Nashville, TN, USA', 'global_code': '868M33FG+7F'}",1.0,3.8,ChIJh-GHQECIZIgRMh1pc3hJmig,GOOGLE,"['meal_delivery', 'meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']",256.0,"7087 Old Harding Pike, Nashville",{'open_now': True},
OPERATIONAL,"{'location': {'lat': 36.09962100000001, 'lng': -86.8709999}, 'viewport': {'northeast': {'lat': 36.10111438029151, 'lng': -86.86988056970849}, 'southwest': {'lat': 36.09841641970851, 'lng': -86.87257853029149}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Sportsman's Grille,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109404116947908713938"">Drew Morris</a>'], 'photo_reference': 'AW30NDzF1Tq6UU0Bnn_KUjn3jRtokiGbOUggWtoA_cH4hy7Q67eDIzDFnqz-Qdr4Sg_946JZpDYtMtrfNm3xrGHkjgD7ThZH4Lh6XABwQJ95px5hpoB0TR6d18PlVuvy4Lh0g7J4aThk7kM3CaPdpilb6JtLTghXx6jX8FKZG1gU9oSr99Al', 'width': 4032}]",ChIJZYph7VBiZIgRbRrtBn0YzKA,"{'compound_code': '34XH+RJ Nashville, TN, USA', 'global_code': '868M34XH+RJ'}",2.0,4.1,ChIJZYph7VBiZIgRbRrtBn0YzKA,GOOGLE,"['bar', 'restaurant', 'point_of_interest', 'food', 'establishment']",396.0,"5405 Harding Pike, Nashville",{'open_now': True},
OPERATIONAL,"{'location': {'lat': 36.0785019, 'lng': -86.9199379}, 'viewport': {'northeast': {'lat': 36.0798396802915, 'lng': -86.9185047697085}, 'southwest': {'lat': 36.0771417197085, 'lng': -86.92120273029153}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Papa Johns Pizza,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107899068421864051634"">C</a>'], 'photo_reference': 'AW30NDy0aakHRpWxaty_kGg8rw8Z9v_CyIqrfhO72T7EBsADFF2Ip3q1b6y8c3iT34iMI0ZPLto9wipxNc2aILnneTAJyGntqJF1rnYdPQBZHeIWgMu3zh73Dz_J-RsGRsDYfb8-dUtnozlMEnATEAgQMhOuO0skLWV9u1U4_udjvMuwYIo', 'width': 4032}]",ChIJ95U8IDmIZIgRBgYzGCHbG0c,"{'compound_code': '33HJ+C2 Nashville, TN, USA', 'global_code': '868M33HJ+C2'}",1.0,3.3,ChIJ95U8IDmIZIgRBgYzGCHbG0c,GOOGLE,"['restaurant', 'point_of_interest', 'food', 'establishment']",221.0,"251 Old Hickory Boulevard, Nashville",{'open_now': True},
OPERATIONAL,"{'location': {'lat': 36.104806, 'lng': -86.86845699999999}, 'viewport': {'northeast': {'lat': 36.1062145302915, 'lng': -86.8672330197085}, 'southwest': {'lat': 36.1035165697085, 'lng': -86.8699309802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Sperry's Belle Meade,"[{'height': 2864, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103178347987245142420"">Neil Cariani, CreativeXistence360</a>'], 'photo_reference': 'AW30NDzCvkUgDDFdKD7L4Xepy8LDLRfM_Wsq8U_JVLfTBiugPLFmdZ2uAsGCxWYpclDmmuKiPmCSO5r7BCciZX0MtReUW5quEhn29P8w3oelxbyi0XNUVXw2qBK420fE_waosJNCHeAlj8ObkHwaTiBsjGKBh8Tnh39y8TZqMM74PF9y0c1S', 'width': 5184}]",ChIJDXGTQk5iZIgR-41hOZQnHPk,"{'compound_code': '443J+WJ Nashville, TN, USA', 'global_code': '868M443J+WJ'}",3.0,4.7,ChIJDXGTQk5iZIgR-41hOZQnHPk,GOOGLE,"['restaurant', 'point_of_interest', 'food', 'establishment']",885.0,"5109 Harding Pike, Nashville",{'open_now': True},
OPERATIONAL,"{'location': {'lat': 36.073531, 'lng': -86.91908000000001}, 'viewport': {'northeast': {'lat': 36.07493323029149, 'lng': -86.9177454197085}, 'southwest': {'lat': 36.07223526970849, 'lng': -86.9204433802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Starbucks,"[{'height': 2988, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110277181500999606911"">Omar M</a>'], 'photo_reference': 'AW30NDwW0MG-OvDE1BuzhH5RnC66GAL-9sTUkCOqKi1kKoyoUMfOOaSlD6QtfdkYHjCzLi--HUfMN2rhZtxcvQVTO4SaguIJX0Ce7tu-Kn3tYIv68d1LOwp7-wy900fPstL4AOoRpLcjsXdwHBMCYctgqgy_NASJg48lkGQRhHtpPZCU7WAH', 'width': 5312}]",ChIJS8wLCD-IZIgRnfIvUK9xSt4,"{'compound_code': '33FJ+C9 Nashville, TN, USA', 'global_code': '868M33FJ+C9'}",2.0,4.1,ChIJS8wLCD-IZIgRnfIvUK9xSt4,GOOGLE,"['cafe', 'restaurant', 'point_of_interest', 'store', 'food', 'establishment']",370.0,"7083 Highway 70 South, Nashville",{'open_now': True},
OPERATIONAL,"{'location': {'lat': 36.0754812, 'lng': -86.91927009999999}, 'viewport': {'northeast': {'lat': 36.0767932802915, 'lng': -86.91802511970849}, 'southwest': {'lat': 36.0740953197085, 'lng': -86.9207230802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Five Guys,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107899068421864051634"">C</a>'], 'photo_reference': 'AW30NDx18qz-Vmpn6_10NXjTn5GCMxfPcCrVg0kAf5BBjm0SH1vM-gHAvJRIFBwdIinC2K0RY-ZHjlNThidGSm2UEravdGbvRHT5t8sXZ0nAllbqqp30H-y05BV3S7I67o_W_8EpaJnjsaYLoNfSR_IsuHmGqEMbZJ09frUzpyNrMqt19C8', 'width': 3024}]",ChIJT_lPC_aIZIgRladeAfm1M1A,"{'compound_code': '33GJ+57 Nashville, TN, USA', 'global_code': '868M33GJ+57'}",2.0,4.4,ChIJT_lPC_aIZIgRladeAfm1M1A,GOOGLE,"['meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']",704.0,"7026 Highway 70 South, Nashville",{'open_now': True},
OPERATIONAL,"{'location': {'lat': 36.076723, 'lng': -86.9213687}, 'viewport': {'northeast': {'lat': 36.0780195802915, 'lng': -86.9201368697085}, 'southwest': {'lat': 36.0753216197085, 'lng': -86.9228348302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Roma Pizza and Pasta,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108374639216342386795"">Madan Nagaraju</a>'], 'photo_reference': 'AW30NDwUWtSl6K5Z51rBVk8RxTlso9UsjX2uSRTPbc79XM3Xr6Cs_m4FPfiF-QSjN6_jvTz8FwV76D7XDSeBNKixutrifNeBMB4z-fE1EV0Qfsm2ruFXWHwl_DgJcnfGCoAKTFuEqmvP1OE-JoT-4FbyBvUxqH34qHDRdklxgCUYCJAVHVQw', 'width': 3024}]",ChIJndbQSz-IZIgRpLjcBXvPEwI,"{'compound_code': '33GH+MF Nashville, TN, USA', 'global_code': '868M33GH+MF'}",1.0,3.8,ChIJndbQSz-IZIgRpLjcBXvPEwI,GOOGLE,"['meal_delivery', 'meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']",108.0,"168 Belle Forest Circle, Nashville",{'open_now': True},
OPERATIONAL,"{'location': {'lat': 36.0733246, 'lng': -86.92333459999999}, 'viewport': {'northeast': {'lat': 36.07476468029149, 'lng': -86.92201986970849}, 'southwest': {'lat': 36.0720667197085, 'lng': -86.9247178302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Captain D's,"[{'height': 618, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110196523591201682741"">Captain D&#39;s</a>'], 'photo_reference': 'AW30NDxEDu_y6EJWLVvS3kFd2F7ZM_5Qj5XOgJwNtgo5w6vNUmhEhsZYTXAZB_AedRfCdQ22yUrOOeVPc00QpD_Axby-KRCuZZ4ixFB_0hcPcRP26LpdOtYKRgddPdUZ05BPhbwMfllJ87u_FT8LQz1K0syzrdzpz2J_JBR5wSeN7xcFUid6', 'width': 1100}]",ChIJtVSva0CIZIgRxUMJ6RR5-Vk,"{'compound_code': '33FG+8M Bellevue, Nashville, TN, USA', 'global_code': '868M33FG+8M'}",1.0,3.6,ChIJtVSva0CIZIgRxUMJ6RR5-Vk,GOOGLE,"['restaurant', 'point_of_interest', 'food', 'establishment']",349.0,"7075 Old Harding Pike, Bellevue",{'open_now': True},
OPERATIONAL,"{'location': {'lat': 36.0746615, 'lng': -86.92219589999999}, 'viewport': {'northeast': {'lat': 36.0760235802915, 'lng': -86.9207643197085}, 'southwest': {'lat': 36.07332561970851, 'lng': -86.9234622802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Hardee's,"[{'height': 270, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113161569004826146438"">Hardee&#39;s</a>'], 'photo_reference': 'AW30NDyvYHVfD5Mnb921myVTilaej7FRzvuf_hBPbe_ALrtnjHCb8wS-2xLZlhOSJ1n03E0KtPg1AwVcRZtY9r6X_JLYmIwhRO2RKcv4wV-Luv7BHTLIIaYDvqX1Mud3Sjg5tKsArTl1jcC7A0sk9JZxRSKUzuBic_oQEso_C5VMoSZUy0v8', 'width': 480}]",ChIJKQQJZD-IZIgREHXrGpYxX94,"{'compound_code': '33FH+V4 Bellevue, Nashville, TN, USA', 'global_code': '868M33FH+V4'}",1.0,3.9,ChIJKQQJZD-IZIgREHXrGpYxX94,GOOGLE,"['restaurant', 'point_of_interest', 'food', 'establishment']",471.0,"7102 Highway 70 South, Bellevue",{'open_now': True},
OPERATIONAL,"{'location': {'lat': 36.0733399, 'lng': -86.9189883}, 'viewport': {'northeast': {'lat': 36.0747365302915, 'lng': -86.9175528697085}, 'southwest': {'lat': 36.0720385697085, 'lng': -86.92025083029151}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Sakura,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114743217680613620288"">Escar Wood</a>'], 'photo_reference': 'AW30NDwBMUfdBsUZxTqJUUjUX556FlECCxQMz-Y423OB28LEYBQvjtX-WzDK9VdAQiCGBFtuK-NFFTo2tRS3EibAH5Hb1-qpmqr-oWpTOAl6UxExuSKRt8eB7rtoqz4OI8ii9XWb-DOc3TGCmUG_4i4pmpXC6eF_M68lMRgK0d9KtbAxQxI9', 'width': 4032}]",ChIJ0af2qD-IZIgR9HWRwUPAPSU,"{'compound_code': '33FJ+8C Nashville, TN, USA', 'global_code': '868M33FJ+8C'}",2.0,4.4,ChIJ0af2qD-IZIgR9HWRwUPAPSU,GOOGLE,"['restaurant', 'point_of_interest', 'food', 'establishment']",205.0,"7079 U.S. 70S, Nashville",{'open_now': True},
OPERATIONAL,"{'location': {'lat': 36.09698359999999, 'lng': -86.87258820000001}, 'viewport': {'northeast': {'lat': 36.0983872802915, 'lng': -86.87151296970849}, 'southwest': {'lat': 36.0956893197085, 'lng': -86.8742109302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Sam's Place Belle Meade,"[{'height': 667, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107763106455050935615"">Sam&#39;s Place Belle Meade</a>'], 'photo_reference': 'AW30NDzTaNewNZB8pcMXDhBsTJnIHG_pLRhmwPG4j0ItvxV4NqNI0ml-KcVEFwFaNEsHmhnBPCbep_HjpcngV0SGs436RWTXq4sj3N6B9CdfROgqeKSveUskbcmRfPt1NAXALtpnkGpv7zA5jIwWXo5lwHCnKLPlGjjGKbGfLAQSujDV9un-', 'width': 1000}]",ChIJDYxB-1liZIgRdyxDs7nwq1E,"{'compound_code': '34WG+QX Nashville, TN, USA', 'global_code': '868M34WG+QX'}",2.0,4.5,ChIJDYxB-1liZIgRdyxDs7nwq1E,GOOGLE,"['restaurant', 'bar', 'point_of_interest', 'food', 'establishment']",811.0,"6051 Tennessee 100, Nashville",{'open_now': True},
OPERATIONAL,"{'location': {'lat': 36.07297279999999, 'lng': -86.9268724}, 'viewport': {'northeast': {'lat': 36.07427268029149, 'lng': -86.92530796970848}, 'southwest': {'lat': 36.07157471970849, 'lng': -86.92800593029149}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Victor's Taco Shop,"[{'height': 1379, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112292474070172122166"">Victor&#39;s Taco Shop</a>'], 'photo_reference': 'AW30NDxydRbYD6aa6goGtdfmEex4zWCI21AjHZC1bAAZrY16R5fnLgij1avzyw4H51XF5Xy1Q_oe_5lePLlc5sf1lAHZ7TlVr2_v0XjgdPHPpPNu7Rt1wWUo6sSz4uInsBLmD8YoiiBi4De7ZaoqHjccokhnqbfCDEIx-HcJTyrh5H83wN2o', 'width': 2450}]",ChIJVdpZ8kGIZIgRS9bUTO9U_Rw,"{'compound_code': '33FF+57 Nashville, TN, USA', 'global_code': '868M33FF+57'}",1.0,4.4,ChIJVdpZ8kGIZIgRS9bUTO9U_Rw,GOOGLE,"['restaurant', 'point_of_interest', 'food', 'establishment']",707.0,"273 Hicks Road, Nashville",{'open_now': True},
OPERATIONAL,"{'location': {'lat': 36.0759684, 'lng': -86.9211979}, 'viewport': {'northeast': {'lat': 36.0771358302915, 'lng': -86.9200867697085}, 'southwest': {'lat': 36.0744378697085, 'lng': -86.92278473029151}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Lemongrass Sushi & Thai,"[{'height': 1824, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103246392841606640412"">dougtowers</a>'], 'photo_reference': 'AW30NDxkmydGEniFkGXvbq9qUDvOCCsceeWuUBRFYs60BpmKqnQdxy0LoiVsKci4ejxUZxBc5ALisWJ90k1d_Rpa3LIOsRWNJR8Ik268u6Lf0pjEibZzW_JxMCKNGb_1NMytDvqFmSKLZxkefrjD9-QRS5vS30A2d4nbYXbqXbvQzXlf_dxo', 'width': 4000}]",ChIJo4VVgsSIZIgR2pd4fajuJRs,"{'compound_code': '33GH+9G Nashville, TN, USA', 'global_code': '868M33GH+9G'}",2.0,4.3,ChIJo4VVgsSIZIgR2pd4fajuJRs,GOOGLE,"['restaurant', 'point_of_interest', 'food', 'establishment']",504.0,"7108 Highway 70 South, Nashville",{'open_now': True},
OPERATIONAL,"{'location': {'lat': 36.1037166, 'lng': -86.86913779999999}, 'viewport': {'northeast': {'lat': 36.1050717302915, 'lng': -86.86756586970849}, 'southwest': {'lat': 36.1023737697085, 'lng': -86.87026383029149}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Michaelangelo's Pizza - Bellmeade,"[{'height': 4016, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109213388158251219349"">Michaelangelo&#39;s Pizza - Bellmeade</a>'], 'photo_reference': 'AW30NDxSfmEi64BXi8zeDEuCzLSndFhNCs-2MqPa_Ht9q0brnJBkzQOU8YvvMOcqSSU1Vs8k3Y1vEayIFVtv-WMpzRsyFwKw6VxnMBa0AX1x4dMDiQvwWNNQz5Rb8JR3zoSAJhi1NynlmmHjL1pbAIBc7HsubxZCwcAzOUZhCA1UJ4DyyY41', 'width': 6016}]",ChIJSfUlMU5iZIgRgevaCZ7yyZc,"{'compound_code': '443J+F8 Nashville, TN, USA', 'global_code': '868M443J+F8'}",2.0,3.7,ChIJSfUlMU5iZIgRgevaCZ7yyZc,GOOGLE,"['meal_delivery', 'restaurant', 'point_of_interest', 'food', 'establishment']",77.0,"5133 Harding Pike, Nashville",{'open_now': True},
