business_status,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,plus_code,rating,reference,scope,types,user_ratings_total,vicinity,price_level
OPERATIONAL,"{'location': {'lat': 44.0715918, 'lng': -123.0427402}, 'viewport': {'northeast': {'lat': 44.0730292302915, 'lng': -123.0415029197085}, 'southwest': {'lat': 44.0703312697085, 'lng': -123.0442008802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Buffalo Wild Wings,{'open_now': True},"[{'height': 2322, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113935703037059511882"">Edward “lord garza” Kruger</a>'], 'photo_reference': 'AW30NDzJ6nLXUOcvse1wF7kBDdFrOKsJdx5kYGMvmSe43849WN5zv0KlB_H5v-cj9BD-sz_2iG7LcQ1ltUAqOzJFGbSi3D6vnd7FJxn3XZSgTVQ89rLVntGfCXnB0BNeqAJ53NAfe_QngN7Ye_Gp94Nx1mNKvJ62Fp0rYwI97IIcE42AUuD1', 'width': 4128}]",ChIJeb-mBJLhwFQRIF69oNjq8Sk,"{'compound_code': '3XC4+JW Springfield, OR, USA', 'global_code': '84PR3XC4+JW'}",3.8,ChIJeb-mBJLhwFQRIF69oNjq8Sk,GOOGLE,"['meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1395,"2770 Gateway Street, Springfield",2.0
OPERATIONAL,"{'location': {'lat': 44.0449132, 'lng': -123.0643482}, 'viewport': {'northeast': {'lat': 44.0463160302915, 'lng': -123.0626845197085}, 'southwest': {'lat': 44.0436180697085, 'lng': -123.0653824802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Subway,{'open_now': True},"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111605107701239112159"">Tamuril I</a>'], 'photo_reference': 'AW30NDxXDvitHHa0EdO6iF2GMmspXXotrx6H53y4re05Puy_7djlndh-L-gq1XgbB4Jedldcch6iIqJK1n2A7osr8HR4NvnjpmTYu5NeNWhQdllZ2AGG0-s0yaTBNWrHg45FK2Xys649IL17H2LwbYK3NB1H3jr6nu7Kuk5QLCZtWZs2xQg', 'width': 4032}]",ChIJzeO5gSUewVQRgVJX7c0JlFE,"{'compound_code': '2WVP+X7 Eugene, OR, USA', 'global_code': '84PR2WVP+X7'}",3.8,ChIJzeO5gSUewVQRgVJX7c0JlFE,GOOGLE,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",88,"1920 Franklin Boulevard, Eugene",1.0
OPERATIONAL,"{'location': {'lat': 44.0694251, 'lng': -123.1041663}, 'viewport': {'northeast': {'lat': 44.07079513029149, 'lng': -123.1027059197085}, 'southwest': {'lat': 44.06809716970849, 'lng': -123.1054038802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,BJ's Restaurant & Brewhouse,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108646311464849739487"">BJ&#39;s Restaurant &amp; Brewhouse</a>'], 'photo_reference': 'AW30NDx-dHOSA4osTch_AeMxKEvj_NXPUO8vXFO945ZVK5-hkPEbR5TNymYdsjyQoFNRw68YVZPgM9VYgL-ZFjdXv8Peo180e1yZURQt-mOHC6e-NN6E2Vvedf3sBB5thZAJk2zuwdi10UQfVA-VZeaCIZ8gpel58f4A9x9R1RkzPNfCT82S', 'width': 4032}]",ChIJN6ttSBniwFQRa_nn2nCPHIc,"{'compound_code': '3V9W+Q8 Eugene, OR, USA', 'global_code': '84PR3V9W+Q8'}",4.0,ChIJN6ttSBniwFQRa_nn2nCPHIc,GOOGLE,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']",1807,"1080 Valley River Way, Eugene",2.0
OPERATIONAL,"{'location': {'lat': 44.0683414, 'lng': -123.1070397}, 'viewport': {'northeast': {'lat': 44.0696154802915, 'lng': -123.1060318197085}, 'southwest': {'lat': 44.0669175197085, 'lng': -123.1087297802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Subway,{'open_now': True},"[{'height': 1763, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102600629241927511370"">Subway</a>'], 'photo_reference': 'AW30NDzOtPW4jZGDbjoXUGXYPRYMcukezYQCp1RV5zoHsklAtj8MSgv-wZo96kgugUcCwxQ9KP4NBpc473DSd6KX7UG8mc26xvpUMhx2N63l0SBvM68pGRf3nSjAK9bqGItAwdcL5zj8PTWtMpecjANywODqqg5bRLfUgqFshiYQeW62h6Df', 'width': 1763}]",ChIJualvseYdwVQRB_mtog7b_PY,"{'compound_code': '3V9V+85 Eugene, OR, USA', 'global_code': '84PR3V9V+85'}",3.2,ChIJualvseYdwVQRB_mtog7b_PY,GOOGLE,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",53,"Valley River Center Space G0014, Eugene",1.0
OPERATIONAL,"{'location': {'lat': 44.0402603, 'lng': -123.1179903}, 'viewport': {'northeast': {'lat': 44.0415343802915, 'lng': -123.1166431697085}, 'southwest': {'lat': 44.0388364197085, 'lng': -123.1193411302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Subway,{'open_now': True},"[{'height': 3920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114166442954626644312"">Garrett Davis</a>'], 'photo_reference': 'AW30NDzozyPBpKOiLkymN9EzYJfKA2w-LRHSYiE1_j9Pt-GyoZUXGMFJtKKoeHSbeQQQFXrNKw8ikZ7vii2oOmP4aECUhLzW--TymTnTrp8Qe4FvB6gnU7ZoejDuuC9NPlNSpg0zaeCvCM0foxg0eCeOB_O4JROFp9vGSJga3lG6ajr1HG-I', 'width': 5584}]",ChIJp6w6Z4oewVQRVITn2giPXFA,"{'compound_code': '2VRJ+4R Eugene, OR, USA', 'global_code': '84PR2VRJ+4R'}",3.9,ChIJp6w6Z4oewVQRVITn2giPXFA,GOOGLE,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",138,"1720 West 18th Avenue, Eugene",1.0
OPERATIONAL,"{'location': {'lat': 44.069805, 'lng': -123.18038}, 'viewport': {'northeast': {'lat': 44.0711127302915, 'lng': -123.1789748697085}, 'southwest': {'lat': 44.0684147697085, 'lng': -123.1816728302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Little Caesars Pizza,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105429207740530895530"">Joshua Delker</a>'], 'photo_reference': 'AW30NDxQaFodlayv0S3Zsj_1PyEu-Tz65PJBz6834YHGqK0fSrHu74lsUuMaNsPOid6rb9w7M_9wkUsvQPcUaZHue-vMZCDxEaAOSoVFwbFn4FapvLCkCrvJHNCOU4nJQi8uXNdOG76rB9h8FFQfqiUcq_iw61ELHHNkHkLUgZ5UwUeOQ5Wl', 'width': 4032}]",ChIJYStZPFscwVQRCmh71vACCiI,"{'compound_code': '3R99+WR Eugene, OR, USA', 'global_code': '84PR3R99+WR'}",3.6,ChIJYStZPFscwVQRCmh71vACCiI,GOOGLE,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",320,"4768 Royal Avenue, Eugene",1.0
OPERATIONAL,"{'location': {'lat': 44.0519395, 'lng': -123.1053172}, 'viewport': {'northeast': {'lat': 44.0534043802915, 'lng': -123.1040662697085}, 'southwest': {'lat': 44.0507064197085, 'lng': -123.1067642302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Fisherman's Market,{'open_now': True},"[{'height': 608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109858893442998581451"">Fisherman&#39;s Market</a>'], 'photo_reference': 'AW30NDyizo_mgHeqwVn3FXMbuqfK-_Lzv5Ys7nogGmFmhRejc_98VxvzRPJ531y1-y0qF_KOs9cBc1u1dNxHcwLDKC0-n--eQjidbtmi08a_n6ksc08WGF7vnQyywGQVihMhDqSv-_N9mtRptAcJFmWl5k1mCXFCsq_XpIQOPmDiPfnvovup', 'width': 1080}]",ChIJk-Ol_XEewVQRQ0FvXAlR_lo,"{'compound_code': '3V2V+QV Eugene, OR, USA', 'global_code': '84PR3V2V+QV'}",4.6,ChIJk-Ol_XEewVQRQ0FvXAlR_lo,GOOGLE,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",2671,"830 West 7th Avenue, Eugene",2.0
OPERATIONAL,"{'location': {'lat': 44.0461647, 'lng': -123.0665088}, 'viewport': {'northeast': {'lat': 44.0474087802915, 'lng': -123.0651536697085}, 'southwest': {'lat': 44.0447108197085, 'lng': -123.0678516302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Track Town Pizza,{'open_now': True},"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101232134586239278795"">Track Town Pizza</a>'], 'photo_reference': 'AW30NDyI-xxywDgCWsqeomZdpcF-sLgnZB0yxGyGkqNMFJMU6wXrHVTubLqq9DM8u-TzhJTfAGfdajnYpINqiJc5RoWyteEu5JLkgIV4JXJwWkJ5hP1hTeRG6gW_YKV7btz6jdqF2x-x4j4RqJ9eKF3QERvTQfUbTnbSh0dWPmhBYkdLCRTk', 'width': 960}]",ChIJr9M4BiUewVQRf2FugiBHtfo,"{'compound_code': '2WWM+F9 Eugene, OR, USA', 'global_code': '84PR2WWM+F9'}",4.5,ChIJr9M4BiUewVQRf2FugiBHtfo,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",986,"1809 Franklin Boulevard, Eugene",2.0
OPERATIONAL,"{'location': {'lat': 44.0448954, 'lng': -123.0738081}, 'viewport': {'northeast': {'lat': 44.04621358029151, 'lng': -123.0728660197085}, 'southwest': {'lat': 44.04351561970851, 'lng': -123.0755639802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Subway,{'open_now': True},"[{'height': 766, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103045413286939197379"">Subway</a>'], 'photo_reference': 'AW30NDxdfnqC11kWCkUY0aoFDLYkUcjalZEZvaOEe7jQI9lIiRxifVOz1oKY83RpBjGR3VKG7fVnj-TzGi4Yee4JGzfp6mZwIl4LSHP9HRj4-zVQIQPMdE39ycQEnOwznGeee_eZ6rdZIaTC2UW6KjQXhPFroGmd9o9934lrrPLlDkGqMu04', 'width': 766}]",ChIJF0M4rzsewVQRgp7sOOyP3ZA,"{'compound_code': '2WVG+XF Eugene, OR, USA', 'global_code': '84PR2WVG+XF'}",3.1,ChIJF0M4rzsewVQRgp7sOOyP3ZA,GOOGLE,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",24,"1222 East 13th Avenue, Eugene",1.0
OPERATIONAL,"{'location': {'lat': 44.0800512, 'lng': -123.0669887}, 'viewport': {'northeast': {'lat': 44.08142548029149, 'lng': -123.0657096197085}, 'southwest': {'lat': 44.0787275197085, 'lng': -123.0684075802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Subway,{'open_now': True},"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112467928003419009447"">Sara C.</a>'], 'photo_reference': 'AW30NDx-vkVq6KBfxK5y5kmJpwIpDrzZIVUgSK-F35iCYcGaM-jkIdZxsjJt_vbi70qeOX1iLIx4mZ9QlQGi6oDrWBJJXtH1GlwLrrpzA8j8bEgmf6hqc2qJ07YgfdNuQxeg8vsbMFyRpXzHY090qDVV2cE5dg8ghJE-rnrn-FZ9vnBgN_W5', 'width': 3024}]",ChIJcXfZ0hviwFQRpTeHf3ClCWo,"{'compound_code': '3WJM+26 Eugene, OR, USA', 'global_code': '84PR3WJM+26'}",4.0,ChIJcXfZ0hviwFQRpTeHf3ClCWo,GOOGLE,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",149,"2704 Willakenzie Road, Eugene",1.0
OPERATIONAL,"{'location': {'lat': 44.0517935, 'lng': -123.1122971}, 'viewport': {'northeast': {'lat': 44.0532149802915, 'lng': -123.1110522697085}, 'southwest': {'lat': 44.0505170197085, 'lng': -123.1137502302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Cornbread Café,{'open_now': False},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105658751375658098788"">Cody DeFrate</a>'], 'photo_reference': 'AW30NDxMipWhWZSyJN-QEDkIR9vJzPf_8xg_NvLP8W0L3QHtxYZU0Bu03FE6G3a42WF3D2YlYT9oQ7AwTBeawcau8Bh2JIiEqS-tsLyWasJmocIMFLpTsup7DEu9QuMM4FnBtb_W_tVRlKUpBlCM3YQLPoRNyrJbGb-w1kpduBO4qbMpmKqE', 'width': 4032}]",ChIJJc3ANkAewVQRuAZA6IX0fEA,"{'compound_code': '3V2Q+P3 Eugene, OR, USA', 'global_code': '84PR3V2Q+P3'}",4.6,ChIJJc3ANkAewVQRuAZA6IX0fEA,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",1868,"1290 West 7th Avenue, Eugene",2.0
OPERATIONAL,"{'location': {'lat': 44.0842844, 'lng': -123.1550176}, 'viewport': {'northeast': {'lat': 44.0855391302915, 'lng': -123.1538008197085}, 'southwest': {'lat': 44.0828411697085, 'lng': -123.1564987802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Subway,{'open_now': True},"[{'height': 1944, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106033026985397510165"">Brian Hahn</a>'], 'photo_reference': 'AW30NDz_92rIkiI7DhnLoEX8D2JpL7KdAVLDJWxQw8hGYGvGod818tvz0G2Dl5gQBdj1zy_KZP9WGmoHTAr3jD0vv26KbZzej1Vv-kp65LXPYRHfZD5CJ1ewxfQcH6pE63aPQXMGamTxS27ckwTgocrUW3fWJxWcRtvJpmDvTiYJzXWM2nUb', 'width': 2592}]",ChIJw64x1KcdwVQRaCl5auDFJTw,"{'compound_code': '3RMV+PX Eugene, OR, USA', 'global_code': '84PR3RMV+PX'}",3.8,ChIJw64x1KcdwVQRaCl5auDFJTw,GOOGLE,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",478,"1985 Empire Park Drive, Eugene",1.0
OPERATIONAL,"{'location': {'lat': 44.0514259, 'lng': -123.1056238}, 'viewport': {'northeast': {'lat': 44.0528519302915, 'lng': -123.1041405197085}, 'southwest': {'lat': 44.0501539697085, 'lng': -123.1068384802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Laughing Planet,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108296100729039511515"">Janetta Zeimetz</a>'], 'photo_reference': 'AW30NDy2hCZu5KiCnxIGggx-JspFv4R7GJ-YJSjaMcfTJ2-XtGhpUPT3fSaXpHNago76XBEIe2L4547MELe-k4StuFrWx-WSTyo81DtXPXsvLbJkzRQqYFstScl0wuG6C20m3XpELM3EMd1qF7El1wd3f3rnNSrlBcJoGvPddQXIpNstnFBA', 'width': 4032}]",ChIJEfkcGm4ewVQRCL6sW2cwjpk,"{'compound_code': '3V2V+HQ Eugene, OR, USA', 'global_code': '84PR3V2V+HQ'}",4.5,ChIJEfkcGm4ewVQRCL6sW2cwjpk,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",768,"760 Blair Boulevard, Eugene",1.0
OPERATIONAL,"{'location': {'lat': 44.0785834, 'lng': -123.0410925}, 'viewport': {'northeast': {'lat': 44.07995748029149, 'lng': -123.0401329697085}, 'southwest': {'lat': 44.0772595197085, 'lng': -123.0428309302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Subway,{'open_now': True},"[{'height': 1908, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116404823482994513848"">Amaryllis Zarzosa-Grier (DrakainaLunaris)</a>'], 'photo_reference': 'AW30NDzPS1nJwCS2ZbUev4atcGnTwrmveZIMlJ5WXB1m7kEZUSyOP_ssFqbbGMAsuE_Iwp-mtV5hd6P0Jg4lygiG9iQuFmZIKlwPwFTKU2eNykM0-t73QztQ_QPo7Nu6D3u736BNU2OHr0wusvcVXZ-FwS71W_7_m30oRhyCG4i-JSgmMQKt', 'width': 4032}]",ChIJd3lbrIjhwFQR1O_pzI_eVAo,"{'compound_code': '3XH5+CH Springfield, OR, USA', 'global_code': '84PR3XH5+CH'}",4.1,ChIJd3lbrIjhwFQR1O_pzI_eVAo,GOOGLE,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",197,"Pacific Village Center, 3153 Gateway Street, Springfield",1.0
OPERATIONAL,"{'location': {'lat': 44.046946, 'lng': -123.0344366}, 'viewport': {'northeast': {'lat': 44.0480971, 'lng': -123.0332037697085}, 'southwest': {'lat': 44.04349269999999, 'lng': -123.0359017302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Roaring Rapids Pizza Company,{'open_now': True},"[{'height': 1153, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114927972401625774858"">Roaring Rapids Pizza Company</a>'], 'photo_reference': 'AW30NDxIZmbO9Cma7RwbGsSLvZ0KVnPzR8uw6Wf9o1E58o4T5fUIP_h6K-ywWD6kwy12WSd8hV8mOae6Ou_EMm5NGlws2DUMTdFqnza7dqq09BHjHlheU6hpOBr6jj_6uOR-yqK9JjkgDtzj7AsDlQopyYK06Gd4CEVTphl-ilM87E5LaIqG', 'width': 2048}]",ChIJQ4x_Zs3hwFQRPIzwPPbkVVs,"{'compound_code': '2XW8+Q6 Eugene, OR, USA', 'global_code': '84PR2XW8+Q6'}",4.2,ChIJQ4x_Zs3hwFQRPIzwPPbkVVs,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",1650,"4006 Franklin Boulevard, Eugene",2.0
OPERATIONAL,"{'location': {'lat': 44.0684835, 'lng': -123.1786762}, 'viewport': {'northeast': {'lat': 44.0700873302915, 'lng': -123.1775751197085}, 'southwest': {'lat': 44.0673893697085, 'lng': -123.1802730802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Subway,{'open_now': True},"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107998078489526187842"">Raychel Brown</a>'], 'photo_reference': 'AW30NDwUnID5OUR840-lBt5NW-8AXsDvuEzJj-vggadY-ZkRYVQkZFFXMnBprS35y044RhFbUC9KsQymTPic9-np0XjK1IC5fZX_RsORhK5EX4U85c5mpc05vOVGAHdTFPMI2GAGdjVHfZGrUBgxId4xTtO51I9BLHb860J0UI834AHzgprk', 'width': 1080}]",ChIJWYLJPVscwVQR8Nw9ouJm8sI,"{'compound_code': '3R9C+9G Eugene, OR, USA', 'global_code': '84PR3R9C+9G'}",3.8,ChIJWYLJPVscwVQR8Nw9ouJm8sI,GOOGLE,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",133,"4724 Royal Avenue, Eugene",1.0
OPERATIONAL,"{'location': {'lat': 44.02028420000001, 'lng': -123.0800338}, 'viewport': {'northeast': {'lat': 44.02179123029151, 'lng': -123.0786952697085}, 'southwest': {'lat': 44.01909326970851, 'lng': -123.0813932302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Hideaway Bakery,{'open_now': False},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100645740063105480504"">Andrew Chirch</a>'], 'photo_reference': 'AW30NDytotob7PLRe8ZfyJrBlYGFD77bfvdwYEhf_eLvyY5SbNbXEEROhAankO9PB7AxMu8jsZJ0wjMai_scpvmbMTHnYsmP8eBdfOt-gnpllEtSs7OqzvjrrEuCsRBAnxrJaA8ZP6s2D_ycjxKd4pKnOv__zk49RBOVGFp4NUNs3sjz15J-', 'width': 4032}]",ChIJKd0oT68fwVQRUOvEzW-1D9Q,"{'compound_code': '2WC9+4X Eugene, OR, USA', 'global_code': '84PR2WC9+4X'}",4.6,ChIJKd0oT68fwVQRUOvEzW-1D9Q,GOOGLE,"['bakery', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",698,"3377 East Amazon Drive, Eugene",2.0
OPERATIONAL,"{'location': {'lat': 44.05249389999999, 'lng': -123.1001181}, 'viewport': {'northeast': {'lat': 44.0537679302915, 'lng': -123.0987455197085}, 'southwest': {'lat': 44.0510699697085, 'lng': -123.1014434802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Five Guys,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110280008321584074912"">Shoi Suyama</a>'], 'photo_reference': 'AW30NDx4suwcU7mcKkM1maewu6XlyqNYkqnl3KfFnzHJKU9KFN0vB-HB_2r_VLnvzXOOcWTcVMDjLJcL0LMvGTGzc7n817g_ekKUCvgUCtm0jQhc9HX3GQZPueijPSBtzn6EVr574faY9QZWyL4vFOMAG2R0S3P-4dXrfbpZcRkPnnAanOTT', 'width': 4032}]",ChIJswlLbW0ewVQRqEcNPylhV3g,"{'compound_code': '3V2X+XX Eugene, OR, USA', 'global_code': '84PR3V2X+XX'}",4.3,ChIJswlLbW0ewVQRqEcNPylhV3g,GOOGLE,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",1413,"495 West 7th Avenue Suite 100, Eugene",2.0
OPERATIONAL,"{'location': {'lat': 44.0501775, 'lng': -123.0840164}, 'viewport': {'northeast': {'lat': 44.0515391302915, 'lng': -123.0825505197085}, 'southwest': {'lat': 44.04884116970851, 'lng': -123.0852484802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pizza Hut,{'open_now': True},"[{'height': 1836, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107511252506784367008"">Irma “Rome&#39;” Cabrera</a>'], 'photo_reference': 'AW30NDyIbMzXVJSAEA81p_3Xwh90ZPX37KsG3TyjNsvl7NTFK8NWbGpi6FUFyZY-lk1rJ9HiOsqFtiiXs2tCHvSTqVYTsKu8MDXebn5xwTklfJFAyNxf9aKqTCSC-7fGL9EBPsRK7OH8iJLsX_bJwDPUqg0ikkd0nHbwBQRJzYrUbiBLFelr', 'width': 3264}]",ChIJ7YwHdBYewVQRaFBG0_YHYYk,"{'compound_code': '3W28+39 Eugene, OR, USA', 'global_code': '84PR3W28+39'}",3.7,ChIJ7YwHdBYewVQRaFBG0_YHYYk,GOOGLE,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",209,"579 East Broadway, Eugene",1.0
OPERATIONAL,"{'location': {'lat': 44.0790861, 'lng': -123.0677444}, 'viewport': {'northeast': {'lat': 44.0806487802915, 'lng': -123.0665457697085}, 'southwest': {'lat': 44.0779508197085, 'lng': -123.0692437302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Papa's Pizza Parlor,{'open_now': True},"[{'height': 430, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102291125942495043522"">Papa&#39;s Pizza Parlor</a>'], 'photo_reference': 'AW30NDyxnAr2VG3c9yhLNYsyTnjswbXJl-tiEkv7fkIYPaOsCZyGrQx9datSeWxFPf8XJZnvAu-_1_sV_0jWT0_3J1X3DZfM-d0BUEVuvCFqk1YudrE6ZNnEgkWE0nF_Zuoc1BKsaVaSUQMCaENjMmeXdAGooQJvaBVyeUmuMgTnOVMFRqXp', 'width': 800}]",ChIJpdOutR7iwFQRZ3bQrRaT9ew,"{'compound_code': '3WHJ+JW Eugene, OR, USA', 'global_code': '84PR3WHJ+JW'}",4.1,ChIJpdOutR7iwFQRZ3bQrRaT9ew,GOOGLE,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",1300,"1577 Coburg Road, Eugene",2.0
OPERATIONAL,"{'location': {'lat': 44.06020669999999, 'lng': -123.0802635}, 'viewport': {'northeast': {'lat': 44.0614619802915, 'lng': -123.0788201197085}, 'southwest': {'lat': 44.0587640197085, 'lng': -123.0815180802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bar-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/bar_pinlet,The Cooler | Restaurant & Bar,{'open_now': True},"[{'height': 315, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108365774830553789849"">The Cooler | Restaurant &amp; Bar</a>'], 'photo_reference': 'AW30NDxD4k6IlzusVA_9EZmQQV0GRbWFWtK9E-lac01rfd1fIlgY50_tTNLGmSulrKFfbFPgXI1C6bd59-WJd1DpIWUlRU2GkWbWgEXjzUdmxKucxxzB1gtyEzj4UhjZ-PcLzJJA98PPrjvZukK1sETh7FqFLYsXguopwbwR2TIzxNzMe6ep', 'width': 851}]",ChIJKduSqgQewVQRaTpVo_olJ7U,"{'compound_code': '3W69+3V Eugene, OR, USA', 'global_code': '84PR3W69+3V'}",4.1,ChIJKduSqgQewVQRaTpVo_olJ7U,GOOGLE,"['bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",626,"20 Centennial Loop, Eugene",2.0
