business_status,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,plus_code,rating,reference,scope,types,user_ratings_total,vicinity,permanently_closed,price_level
OPERATIONAL,"{'location': {'lat': 37.7034914, 'lng': -122.4626259}, 'viewport': {'northeast': {'lat': 37.7048458802915, 'lng': -122.4613387197085}, 'southwest': {'lat': 37.7021479197085, 'lng': -122.4640366802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Via Mare of America,{'open_now': False},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107228101238426862520"">Zagsortiz</a>'], 'photo_reference': 'AW30NDwi3geQ1WDh3tp6O_syhY-JgBHrdT8b2P-O45lrZFtRFDYIjY6VefKq0enDGLRjFl4a-lV5Zqvvt26CpR1VJtoppl_QrY3XIp0GR5o78vOLJB0wkNMELnNJr3YrrdF19qzsADNgOjC78dldWrbZcEjAk-RTAA48ComU8PmNViuFM7Ub', 'width': 4032}]",ChIJ5VwbODx8j4ARp90ZQY1CT_A,"{'compound_code': 'PG3P+9W Daly City, CA, USA', 'global_code': '849VPG3P+9W'}",4.1,ChIJ5VwbODx8j4ARp90ZQY1CT_A,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",125.0,"6423 Mission Street, Daly City",,2.0
OPERATIONAL,"{'location': {'lat': 37.69040649999999, 'lng': -122.4655454}, 'viewport': {'northeast': {'lat': 37.69176683029149, 'lng': -122.4642567697085}, 'southwest': {'lat': 37.68906886970849, 'lng': -122.4669547302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Club Maharlika Filipino,{'open_now': False},"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114760329773954622971"">Daniel Peebles</a>'], 'photo_reference': 'AW30NDwPup-zitWHrXwYn7XIQlEeTQb0TIOOUJiKygv-wKvkvXDfBX5xsd8t-LxF-H-EmTD-GJ2ntvdkqH7__2FS5tv0qGRpyY11a3ie869BkC35zyC5dWEMl81d5o3IC5OUvB-bdUzJ3R5m39xdRrM9kfJxK_dqieH-dOvGQkPiguMyrV2M', 'width': 5333}]",ChIJ_fAMkQ18j4ARD_YiJE4cE3A,"{'compound_code': 'MGRM+5Q Daly City, CA, USA', 'global_code': '849VMGRM+5Q'}",3.8,ChIJ_fAMkQ18j4ARD_YiJE4cE3A,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",53.0,"7367 Mission Street, Daly City",,
OPERATIONAL,"{'location': {'lat': 37.7177842, 'lng': -122.4739235}, 'viewport': {'northeast': {'lat': 37.7190818802915, 'lng': -122.4727003697085}, 'southwest': {'lat': 37.7163839197085, 'lng': -122.4753983302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Poke Kana,{'open_now': False},"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113297603705614567136"">Poke Kana</a>'], 'photo_reference': 'AW30NDzhJRvsHruAKDzjCtyBDXBBh_IPWoNlMM9wimjEj2-ngOOZME-l2lWhkysL0LkojuHXtPuAUSrsh2bvW4QxY3qHrmkE7ATo0lW10ft18AtvWQ6KrhYZTqjKnABQQe_iVn7Nc210Z-hXAl4RMDAXwow3CGdk7MLwU5-S3Tzdq9Qoo2mO', 'width': 960}]",ChIJT99Zt7R9j4AR9ULGa1XRKLM,"{'compound_code': 'PG9G+4C Parkmerced, San Francisco, CA, USA', 'global_code': '849VPG9G+4C'}",4.5,ChIJT99Zt7R9j4AR9ULGa1XRKLM,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",85.0,"65 Cambon Drive, San Francisco",,1.0
OPERATIONAL,"{'location': {'lat': 37.7066418, 'lng': -122.460015}, 'viewport': {'northeast': {'lat': 37.7079010302915, 'lng': -122.4585888697085}, 'southwest': {'lat': 37.7052030697085, 'lng': -122.4612868302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Round Table Pizza,{'open_now': True},"[{'height': 1836, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104580858930289469818"">Elsa C</a>'], 'photo_reference': 'AW30NDzWjoIBZWo3ZAu2ElM5XS97yxzkIwNdRxlVwjAKYai8guiv4jcJz2JSQ1mWLwM0RippdcvSmLGv3lyAOGL3ZcM2BClXDpAndFEo5JXaBOV6vSrokZ4vo8qhYcGaUcCjdw4HSm4MPjdWHHHsIM1-2T_GYl2nIZkeA_QRLzf14PYaX5rN', 'width': 3264}]",ChIJTZcikTx8j4ARMMRL6ZQ4XxU,"{'compound_code': 'PG4Q+MX Daly City, CA, USA', 'global_code': '849VPG4Q+MX'}",3.6,ChIJTZcikTx8j4ARMMRL6ZQ4XxU,GOOGLE,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",134.0,"6222 Mission Street, Daly City",,2.0
OPERATIONAL,"{'location': {'lat': 37.7056663, 'lng': -122.4613552}, 'viewport': {'northeast': {'lat': 37.70706558029149, 'lng': -122.4600847197085}, 'southwest': {'lat': 37.7043676197085, 'lng': -122.4627826802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Yumi Deli,{'open_now': False},"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108912199999083739937"">Sumo Supreme King</a>'], 'photo_reference': 'AW30NDxcSvJ1rZlI_VjM-hTRHePtl_4avFH7xAfUN8ATR-udXfyDba2XM_horSYRihbZk-7LDN1TVmjOdIOvpTxEEB3czcVKv5nauMHHPQ3rC_Wwo7HGzuZ8Etcm3ygaFX0thG7yWlyiyduQcgpsAjZp5Mml0qZum4sMek-iuJvRqti5pql7', 'width': 1080}]",ChIJU_0NZzx8j4AR71Dz8DKKzqg,"{'compound_code': 'PG4Q+7F Daly City, CA, USA', 'global_code': '849VPG4Q+7F'}",3.9,ChIJU_0NZzx8j4AR71Dz8DKKzqg,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'store', 'establishment']",12.0,"6303 Mission Street, Daly City",,1.0
OPERATIONAL,"{'location': {'lat': 37.7099988, 'lng': -122.4498263}, 'viewport': {'northeast': {'lat': 37.7112617802915, 'lng': -122.4484289697085}, 'southwest': {'lat': 37.7085638197085, 'lng': -122.4511269302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,J & A Restaurant,{'open_now': True},"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103415619933861159816"">Kyojin Kim</a>'], 'photo_reference': 'AW30NDxDaakkFCVUWEx-ZZNGvolYMHkbZp6aM2ipVz501cd_deA77S5PFjaRDh1W0CzU9QhHpZUWBT0a9J5tDikqpsfofNjC3S5N9GqdO6YopW9lYj1CqRjKnhAjlQM7uBubpdtGSeIADcOcODz39Jhx0pyAmzByf4wV5Mb6y-cisdzYw_pK', 'width': 3024}]",ChIJWwcNKSF8j4ARJabYx-3o0fA,"{'compound_code': 'PH52+X3 Outer Mission, San Francisco, CA, USA', 'global_code': '849VPH52+X3'}",4.1,ChIJWwcNKSF8j4ARJabYx-3o0fA,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",40.0,"5712 Mission Street, San Francisco",,
OPERATIONAL,"{'location': {'lat': 37.69203, 'lng': -122.471282}, 'viewport': {'northeast': {'lat': 37.6933180802915, 'lng': -122.4699831697085}, 'southwest': {'lat': 37.6906201197085, 'lng': -122.4726811302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,McDonald's,{'open_now': True},"[{'height': 2592, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101604334147734489484"">Chris “Vectrexer” Romero</a>'], 'photo_reference': 'AW30NDzzytkyhfqb31HMEZzflf9mfqTmB1fMIdkEhTuU1wD9ypSwyz71cY373pWp2w5Cj5RSx92mfR-bgtTV-odU-lc1ELNOiTkXNR25NXAHEUcq22Hzn5p-gYCHJqt0hr_QtXwUResp87iqLqIezxPqR5UUJpPzqcd0SV40uYNgCDmgcTeU', 'width': 4608}]",ChIJKRJb4mx8j4ARTiDA9eHqRoE,"{'compound_code': 'MGRH+RF Daly City, CA, USA', 'global_code': '849VMGRH+RF'}",3.6,ChIJKRJb4mx8j4ARTiDA9eHqRoE,GOOGLE,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1063.0,"2450 Junipero Serra Boulevard, Daly City",,1.0
OPERATIONAL,"{'location': {'lat': 37.7012787, 'lng': -122.4820023}, 'viewport': {'northeast': {'lat': 37.70265723029149, 'lng': -122.4805688697085}, 'southwest': {'lat': 37.6999592697085, 'lng': -122.4832668302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Tani's Kitchen,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112023622972042257383"">NAKI STUDIO</a>'], 'photo_reference': 'AW30NDzp4awJsY2XgHpAXrZDTQNu6R04VUNrlGugTEyAPAtvTAqw17M6MxwwHdwBKpO9AIO0KV8u5nEMmY4TiqDYglqZq7NFjx28dXyunIp53ErH0VfDIdqlj5diwF_D2SVNL78m5-rqNDKf7ZHCZe-4uW-xQbgVjXli-DFG001g6GbhTOsk', 'width': 4032}]",ChIJwfoqQlt8j4ARLEzv18klaO0,"{'compound_code': 'PG29+G5 Daly City, CA, USA', 'global_code': '849VPG29+G5'}",4.3,ChIJwfoqQlt8j4ARLEzv18klaO0,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",261.0,"32 Park Plaza Drive, Daly City",,1.0
OPERATIONAL,"{'location': {'lat': 37.70227449999999, 'lng': -122.470544}, 'viewport': {'northeast': {'lat': 37.7036696802915, 'lng': -122.4692937697085}, 'southwest': {'lat': 37.7009717197085, 'lng': -122.4719917302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Round Table Pizza,{'open_now': True},"[{'height': 3072, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114544754836299909362"">Aleril Antarai</a>'], 'photo_reference': 'AW30NDyDefTCS4oYXcWx0SlXFFg9MDNuGKnR0m2i3r5Wy2jWF5-SBlUA4FCRTm2J26No-rJmI1WdDdgHkk1JSAIGGm9dhOncZJLCwO4YO1DofZq1bufv9egXhwONGrvyhXDuuUA5K0pBlyOq8gMQX8TeywicE44khaIUBU5lB6Vvej6qxAUn', 'width': 4080}]",ChIJbzxsjEB8j4AR6XQgLs74Un4,"{'compound_code': 'PG2H+WQ Daly City, CA, USA', 'global_code': '849VPG2H+WQ'}",3.3,ChIJbzxsjEB8j4AR6XQgLs74Un4,GOOGLE,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",106.0,"1901 Junipero Serra Boulevard C, Daly City",,2.0
OPERATIONAL,"{'location': {'lat': 37.6932413, 'lng': -122.4647149}, 'viewport': {'northeast': {'lat': 37.6944393802915, 'lng': -122.4633882197085}, 'southwest': {'lat': 37.6917414197085, 'lng': -122.4660861802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Jack in the Box,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101312442416656568258"">Elbert Lim</a>'], 'photo_reference': 'AW30NDw9c1xENM8jipC4c6cFCfppm5qo2lqA5wMMeAnA_W06JJ5KsRfjN-kGrXeb56L_MTx4K0fJsUwHeDpdqKgvt70k5yky877RuU0ED1Z0WyPQbWLJSoxts_vq9V1iJrjcMkgE_zr1P4Js9GDSOJFyJX64GyumBnNDmefGHWIPZQ01RmY', 'width': 4032}]",ChIJH2mgMRJ8j4ARPVsz4OviQGc,"{'compound_code': 'MGVP+74 Daly City, CA, USA', 'global_code': '849VMGVP+74'}",3.9,ChIJH2mgMRJ8j4ARPVsz4OviQGc,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",826.0,"7217 Mission Street, Daly City",,1.0
OPERATIONAL,"{'location': {'lat': 37.6923026, 'lng': -122.4713555}, 'viewport': {'northeast': {'lat': 37.6937004802915, 'lng': -122.4699280697085}, 'southwest': {'lat': 37.6910025197085, 'lng': -122.4726260302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Carl's Jr.,{'open_now': True},"[{'height': 694, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109004154517740828823"">Carl&#39;s Jr.</a>'], 'photo_reference': 'AW30NDyWaLGBXJbDIT-ioOwbvNnNf-oWodVhg5B1GzfjnPLDdS6Dix_cF62NznPWqh8fOIrv4mtPvyywYWa4QxWVOuV9h6tUfSu7pIJ8TmeleSnes5RYZrQS9xHlpQDanPVZRvsHk5jAQ9zUQ0R5zBSeki-Ubv1r6iOSaDSQfG0q-6IdvB3V', 'width': 1234}]",ChIJ-XBT5Gx8j4ARDraqDDvVQxA,"{'compound_code': 'MGRH+WF Daly City, CA, USA', 'global_code': '849VMGRH+WF'}",3.8,ChIJ-XBT5Gx8j4ARDraqDDvVQxA,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",759.0,"2434 Junipero Serra Boulevard, Daly City",,1.0
OPERATIONAL,"{'location': {'lat': 37.68967499999999, 'lng': -122.467189}, 'viewport': {'northeast': {'lat': 37.6909684802915, 'lng': -122.4658540697085}, 'southwest': {'lat': 37.6882705197085, 'lng': -122.4685520302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Pampanga's Cuisine,{'open_now': True},"[{'height': 2218, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101623472979356047884"">Jason Foard</a>'], 'photo_reference': 'AW30NDwHg6Tex9rWAQLQkhqyYSABa2QDXpsgANgzgEYeC_0cuUUARJVWc05ALll2WYJQm8RCgsw7SoVhZb7eP0rf77lmHOegm5pwyWkJOoR0yb88dE52w_JzEIDYeZxKUTuIFkP8iaekWskbGddDIF0yxLyz_yLlogs2EFS5SUuJ-hQKp8zZ', 'width': 4656}]",ChIJ7_lFCA18j4ARpaOUCVVma5E,"{'compound_code': 'MGQM+V4 Daly City, CA, USA', 'global_code': '849VMGQM+V4'}",3.6,ChIJ7_lFCA18j4ARpaOUCVVma5E,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",62.0,"40 San Pedro Road, Daly City",,1.0
OPERATIONAL,"{'location': {'lat': 37.70387160000001, 'lng': -122.4629366}, 'viewport': {'northeast': {'lat': 37.70520373029151, 'lng': -122.4615214697085}, 'southwest': {'lat': 37.70250576970851, 'lng': -122.4642194302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,halal international and greek market,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104007566651456796069"">Abdo Shami</a>'], 'photo_reference': 'AW30NDyKY40X5CL4E6gxWR8gXCrvlU5o3mpoisxLwnjjjib9qRTupbYxNwa5wqfvuP42fAAKL9SoYn7PpbN1RsuUbNjO7fDKP3jadcr-5wAA8rvVMamwXVgZl-Zh3LVqn0aHU7ey_3vWzbNi2ywtsd6rg8ihwlsA5Yf_1bo-OSkzfZKfmZr2', 'width': 4032}]",ChIJpc5LzT18j4ARvGITwlFM754,"{'compound_code': 'PG3P+GR Daly City, CA, USA', 'global_code': '849VPG3P+GR'}",4.8,ChIJpc5LzT18j4ARvGITwlFM754,GOOGLE,"['grocery_or_supermarket', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",133.0,"6524 Mission Street, Daly City",,
OPERATIONAL,"{'location': {'lat': 37.60957799999999, 'lng': -122.496819}, 'viewport': {'northeast': {'lat': 37.61095358029149, 'lng': -122.4953944697085}, 'southwest': {'lat': 37.60825561970849, 'lng': -122.4980924302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Nick's Rockaway,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107241603743161137270"">Joe Ndekia</a>'], 'photo_reference': 'AW30NDx6mesUpC8z_2y8aYkIHFgVJ1H7JgelA4DjYaZQVEQF17UJZOXyhmQtfLIu4AGQvZWZxgN9U1gBiOSHzTEnLpUsCwTgQhsV0QQ5AGjr0qzqwN0Ioo20uweoicukOEl_HVhcC6hm0KuU_ra1xt1Z9qWvXci_xEiw5-dq29-u6BDTj54-', 'width': 4032}]",ChIJudEwT4l6j4AR8kruJkjSG7k,"{'compound_code': 'JG53+R7 Pacifica, CA, USA', 'global_code': '849VJG53+R7'}",4.5,ChIJudEwT4l6j4AR8kruJkjSG7k,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",2370.0,"100 Rockaway Beach Avenue, Pacifica",,2.0
OPERATIONAL,"{'location': {'lat': 37.6097914, 'lng': -122.4966644}, 'viewport': {'northeast': {'lat': 37.6110858302915, 'lng': -122.4953545197085}, 'southwest': {'lat': 37.6083878697085, 'lng': -122.4980524802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Moonraker,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107980289218400746766"">Felicia S</a>'], 'photo_reference': 'AW30NDyAeUbV7fryphgraOz69M3-3RBUcRYd7td6P1kVjhtO_0A3Jgi4NQjg2CABavYTvckFFdK19SCbE0ieqBzP6bJWBA3i-i9TE20-JfSnElZD0S6XVCRFqwzPzincp9msMQ5Y3N2fzd5jRTIbgq2u7p3P3H25j7ahF48wkBBj9id256NN', 'width': 4032}]",ChIJz6JdXIl6j4AR0M4U78Jwz10,"{'compound_code': 'JG53+W8 Pacifica, CA, USA', 'global_code': '849VJG53+W8'}",4.3,ChIJz6JdXIl6j4AR0M4U78Jwz10,GOOGLE,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1029.0,"105 Rockaway Beach Avenue, Pacifica",,2.0
OPERATIONAL,"{'location': {'lat': 37.613207, 'lng': -122.487671}, 'viewport': {'northeast': {'lat': 37.6146094802915, 'lng': -122.4863758697085}, 'southwest': {'lat': 37.6119115197085, 'lng': -122.4890738302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Gorilla Barbeque,{'open_now': False},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115907381368008081598"">Bon Manhkong</a>'], 'photo_reference': 'AW30NDxsptI1UI7CMNSX1n3PtDFt0EANejz2ZmxdBNQbg_nkNhC0JVRtOlTESmrMbU6sw2VAwujdURAhDZ-sfzpgC1gPdW2SqaOawlQ0CaSa-1-FQFeXYRHiN2-ItB4DuP43PGTaTDb1zc_aA2OjOgSCvtQvg7AOvIjHNq6ADBbfpEsPF8xc', 'width': 4032}]",ChIJYYOzXWF6j4ARkEiVB7egEnI,"{'compound_code': 'JG76+7W Pacifica, CA, USA', 'global_code': '849VJG76+7W'}",4.5,ChIJYYOzXWF6j4ARkEiVB7egEnI,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",721.0,"2145 Coast Highway 1, Pacifica",,2.0
OPERATIONAL,"{'location': {'lat': 37.59718000000001, 'lng': -122.5037496}, 'viewport': {'northeast': {'lat': 37.5985000302915, 'lng': -122.5023165197085}, 'southwest': {'lat': 37.5958020697085, 'lng': -122.5050144802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Taco Bell,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117535175184271421280"">Srikanth Patil</a>'], 'photo_reference': 'AW30NDyOwgrlT1N0t6W9MtgcHRkD3HacD_QnTwwlbgdU0wiuFxn4PiYBqaXJOo7sXEsx0dDbgRFm8mxcCTIwLLwrNFMFmBi9GgXojKymMVhI3I_suPaQtGXnXbB4cNbXJEJ-LbqXh1I2FsPiRC3gW9-ZdzI_LHm1WFFgI6uDAZHguhSbkvkP', 'width': 4032}]",ChIJS2lAypx6j4AR97GeGitnTx8,"{'compound_code': 'HFWW+VG Pacifica, CA, USA', 'global_code': '849VHFWW+VG'}",4.3,ChIJS2lAypx6j4AR97GeGitnTx8,GOOGLE,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",2501.0,"5200 California 1, Pacifica",,1.0
OPERATIONAL,"{'location': {'lat': 37.6354031, 'lng': -122.4905863}, 'viewport': {'northeast': {'lat': 37.63668833029151, 'lng': -122.4892373697085}, 'southwest': {'lat': 37.63399036970851, 'lng': -122.4919353302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,El Toro Loco,{'open_now': False},"[{'height': 3072, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103016983183486679109"">Rick Faulconer</a>'], 'photo_reference': 'AW30NDwvpoFlhwCLHghnDsVGq7xj0bHFNxvZXebjaaE0rfVXgt1BD7bxYycixAl13OXutCsZiypBsTJrq501Yam6mfTi3aDTaxsqQfheRc6BmqfgfgQYqbQoRi7qTzngVtCn-NtqZJrGk1vSP9cHxqWDG74lrk4JU0IcMKd0tLeD1AEV_EY7', 'width': 4080}]",ChIJYdgfyap7j4ARo8C5B5ECjQs,"{'compound_code': 'JGP5+5Q Pacifica, CA, USA', 'global_code': '849VJGP5+5Q'}",4.5,ChIJYdgfyap7j4ARo8C5B5ECjQs,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",465.0,"1780 Francisco Boulevard, Pacifica",,2.0
OPERATIONAL,"{'location': {'lat': 37.60997339999999, 'lng': -122.4945056}, 'viewport': {'northeast': {'lat': 37.6113066802915, 'lng': -122.4931362697085}, 'southwest': {'lat': 37.6086087197085, 'lng': -122.4958342302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bar-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/bar_pinlet,A Grape in the Fog,{'open_now': False},"[{'height': 3072, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109968714222653962765"">Anthony Giudice</a>'], 'photo_reference': 'AW30NDz2dXrFQT_WswbhlNOOMzjiKbwpMaRocmJ1avq1kuFSVaHw4JDOiM9soTnXyvQXLHr6ER-m8aIegarnCl-KjI1NJDatJDc4i9rev3wcgvp3UmGTNPEBKUILkz8XQKxi4m-RfRsGOaKicTr2VwSvImH4Ut67ik-djcrCe-JoAra6bLlN', 'width': 4080}]",ChIJn3uGnIl6j4ARF3SR42zzVJQ,"{'compound_code': 'JG54+X5 Pacifica, CA, USA', 'global_code': '849VJG54+X5'}",4.6,ChIJn3uGnIl6j4ARF3SR42zzVJQ,GOOGLE,"['liquor_store', 'cafe', 'bar', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",198.0,"400 Old County Road, Pacifica",,2.0
OPERATIONAL,"{'location': {'lat': 37.5948033, 'lng': -122.5062825}, 'viewport': {'northeast': {'lat': 37.5961210802915, 'lng': -122.5048880197085}, 'southwest': {'lat': 37.5934231197085, 'lng': -122.5075859802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,La Playa,{'open_now': False},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108547631012857062671"">J P</a>'], 'photo_reference': 'AW30NDzCmJgb9MqiuxAaeVrdFKia-NHtNdjvKmoilNoPkqbFH0-BiUrzDNBFac-IHZWfQlqQTm6L-KHHt_1_HPeIMEpdBdtw2_BBcty47MW75LTY38V9wVVA4778qM9FIULIrrdxff3QHhqZilOpJTAilFvIPqZcZh1jl0ehFaimmRiylMZn', 'width': 4032}]",ChIJ85jyqp16j4ARtNgH_4cfmSc,"{'compound_code': 'HFVV+WF Pacifica, CA, USA', 'global_code': '849VHFVV+WF'}",4.0,ChIJ85jyqp16j4ARtNgH_4cfmSc,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",303.0,"5460 California 1, Pacifica",,2.0
OPERATIONAL,"{'location': {'lat': 37.6097024, 'lng': -122.4965602}, 'viewport': {'northeast': {'lat': 37.6109882302915, 'lng': -122.4952080197085}, 'southwest': {'lat': 37.6082902697085, 'lng': -122.4979059802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,"Breakers Breakfast, Brunch & Lunch",{'open_now': False},"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116920559083134344255"">Sonia Bers</a>'], 'photo_reference': 'AW30NDzcaWJXZt9CMGl_KYwk_9tWzSWwlZsReqLq701C3vg8AjoLXEYQNe0AO2dpW-L7y2rb6Jr75ox1uPOMyfC0mh0dl3r54c2RwfabfRU0pK-cE_c5plwsLPFmBTcXHN2Z70cxVEGP6-Fmgu3doosr7YnrtmXAJHn6KVVdmiF3eE7-ciTp', 'width': 3024}]",ChIJ0zqPXIl6j4AR6ZGsdaZN_zE,"{'compound_code': 'JG53+V9 Pacifica, CA, USA', 'global_code': '849VJG53+V9'}",4.5,ChIJ0zqPXIl6j4AR6ZGsdaZN_zE,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",1151.0,"145 Rockaway Beach Avenue, Pacifica",,1.0
